X,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49
x1542,"7,454",931,"9,986","6,378","1,557","5,799","9,396","26,4","4,917","7,925","2,573","3,501","82,5","29,2","7,863","7,894","7,661","8,623","7,802","8,803","9,408","52,4",447,"1,822","5,632",0,2,3,2,7,7,1,6,7,3,3,5,0,6,7,3,3,8,7,7,7,8,0,3,6
x1543,"39,6","4,988","3,299","8,402","7,274","7,775","7,414","9,157",296,"7,563","7,064","2,151","9,102","6,052","39,7",577,"5,718","1,445","3,223","1,976","7,745","5,049","8,988","2,358","6,305",6,5,6,6,2,1,8,8,3,4,1,2,4,6,7,7,3,6,6,8,2,1,6,2,5
x1544,"7,641","8,373","9,767","3,508","6,804","5,458","5,257",751,"3,8",122,"5,597","34,1","4,942","9,557","1,047","8,024","8,899","2,614","4,778","2,449","2,671","92,5","11,8","0,53","1,268",6,1,1,3,2,3,1,0,5,2,0,1,4,7,6,1,4,4,7,7,7,5,7,6,2
x1545,778,"23,1","9,639","66,1","2,655","8,606","74,4","79,4","4,817","7,914","8,907","1,021","8,835","8,636","3,302","1,348","1,942","2,347","4,635","1,914","2,724",661,"8,068","6,217","5,684",8,5,5,5,7,0,3,4,8,7,2,3,7,0,1,7,5,4,1,4,7,2,0,3,0
x1546,"9,545","3,488","9,977","9,701","5,342",172,"4,448",859,"6,796","0,93","8,489","6,646",843,"6,935","5,391","7,265","9,636","2,496","7,649","9,493","6,292","9,023","5,354","7,314",288,2,3,6,1,7,8,3,8,7,7,2,5,7,2,8,8,1,4,2,5,0,5,3,1,0
x1547,"36,9","65,6","6,998","6,885","9,605","2,851","5,589","9,447","2,759","1,616","82,6","6,068","8,974","2,367","1,422","6,501","2,864","9,134","3,608","7,714","9,084","5,857","94,4","2,108","8,648",0,5,4,7,2,1,7,2,3,8,1,0,6,3,3,0,0,2,2,2,0,7,6,8,2
x1548,"8,367","3,493","4,663","4,557","9,066","5,188","9,456","4,149","4,491","9,566","4,768","1,126","3,057","4,601","8,724","1,829","67,4","5,971","9,506","6,473","2,151","5,819",563,"6,913","9,655",1,1,4,0,6,7,8,5,5,5,7,8,0,5,3,0,4,0,0,2,6,4,4,1,0
x1549,"3,422",1,"4,195","1,489","0,51","4,759",38,"72,6","8,669","6,705","9,157","4,777","9,301","8,689","2,209","9,976","9,409","8,808","2,358","2,685","9,223",607,"55,5","3,875","8,094",7,2,1,3,3,6,6,0,2,3,6,0,4,3,5,2,6,7,6,3,7,0,8,1,7
x1550,"1,605","8,621","9,954","1,165",927,"6,616","3,853","7,559","3,837","7,491","1,647","7,748","0,39","7,969","5,942","2,217","5,334","7,293",907,"32,7",701,671,"1,308","0,69","0,73",0,6,5,2,6,4,5,5,8,2,7,8,7,8,3,8,2,0,4,0,1,7,0,8,3
x1551,"1,236","64,2",447,"9,023","3,323","6,586","6,466",914,"6,112","99,8","3,524","2,357","4,463","61,1","2,233","5,344","71,7","80,9","9,572",133,"9,761","1,804","9,222","4,915","2,792",2,3,8,1,0,1,8,5,0,7,1,1,6,5,4,6,4,0,3,3,6,0,3,1,8
x1552,"7,602","4,713","9,549","4,476","1,037","8,141","5,206","1,892",645,"3,777","8,098","6,322","8,429","9,142","87,4","7,288","1,497","1,415","4,047","4,784","7,137","1,199","2,542","6,552","2,453",1,6,3,5,6,1,3,2,8,5,4,8,4,0,3,0,0,3,4,7,0,3,6,1,8
x1553,"6,144","1,972","3,593","9,409","7,527",679,"5,874","9,962","7,689","4,829","4,705","3,045","8,537","4,066","7,965",541,"7,241","4,898","3,146","2,192","2,469",799,"7,257","8,993","7,262",0,4,6,6,2,6,7,8,7,4,6,5,5,7,3,5,4,3,1,4,7,5,3,4,3
x1554,"9,039","1,359","7,093","9,067","1,458","5,016","2,851","4,177",418,"3,109","8,346","1,234","5,888",228,"6,308","6,017","6,149","3,565","9,203","2,882","2,349","45,6","6,461","5,617","1,737",3,3,6,6,0,2,2,8,3,2,4,4,1,8,6,6,1,7,7,2,7,7,2,0,1
x1555,"9,438","8,016","4,581","3,715","1,811","6,654","3,012","3,546","9,006","2,302","5,179","99,2","1,407","5,132","7,163","7,873","3,638",483,809,"2,757","6,254","9,636","7,808","4,642","6,751",7,5,4,5,4,2,0,1,3,7,4,0,4,2,0,7,6,4,5,1,8,3,8,1,1
x1556,"85,7","5,423","5,971","53,3","8,477","1,922","38,9","9,429","9,282","3,715","7,404","5,057","0,6","7,352","7,012","22,4","1,064","1,842","6,677","8,137","9,906","2,9","5,478","9,265","3,076",4,6,3,6,8,8,5,6,7,8,6,0,1,6,8,0,5,5,8,2,8,6,6,6,0
x1557,586,"75,3","1,082","8,884","1,471","2,685","4,489","8,308","7,862","7,181","9,889","9,599",963,"7,667",86,"9,105","9,869","1,749","6,616","49,2","4,274","97,3","7,984","5,758","1,764",8,7,8,0,6,8,8,0,3,2,2,5,7,4,6,6,6,4,0,7,8,4,0,4,6
x1558,694,"6,032",837,"8,854","7,712","8,363",361,"4,757","2,578","4,706","2,246","7,247","9,305","6,064","7,788","6,037",741,"2,452",617,"10,1",761,"4,642","29,9","7,628","9,774",4,6,4,5,1,5,5,4,1,3,5,8,7,6,2,3,5,7,7,8,1,1,4,4,1
x1559,"3,873","7,115","8,571","8,438","6,872","1,254",291,"4,542","4,258",115,"6,358","3,653","1,116","6,706","4,141","9,509","2,186","35,5","1,848","8,953","3,714","6,964","9,934","4,224","7,315",7,6,1,4,2,6,8,1,1,6,2,2,2,2,8,3,3,4,6,5,3,8,3,5,5
x1560,"7,374","7,258","8,702","4,298",253,"5,135","4,003","7,363","57,7",51,"7,225",782,"2,696","6,594","1,429","1,785","1,956","59,9","18,2","9,051","9,504","57,5","4,709","3,472","1,092",6,0,3,2,0,4,6,3,1,8,7,8,7,4,0,0,7,5,6,2,0,7,2,8,7
x1561,"0,73","4,776","2,094","35,5","7,766","2,548","6,795","9,616","3,102","1,401",881,"5,485","2,982","8,243","9,839","2,694","1,611","47,7","2,252","4,408","4,713",901,"6,794",363,"80,8",3,7,2,0,4,4,1,1,4,8,8,4,8,5,8,0,6,0,5,0,6,7,1,3,8
x1562,"16,7","5,129","55,5","1,787","1,674","29,6","9,555","2,315","3,958","70,6","8,468","7,629","97,1",237,"8,115","4,136",854,"7,701","5,536","6,619","7,041","4,505","7,452","9,623","2,025",1,8,1,2,1,2,4,3,3,3,3,8,0,0,6,6,6,4,5,7,4,6,7,0,1
x1563,"4,891","7,807","6,818","1,113","4,645","6,065","3,014","4,425","9,098","4,759","2,909","7,208","34,2",156,"8,478",506,"51,3","3,943","5,349","2,361","6,342","39,3","1,661","5,867",648,6,0,5,4,0,7,0,2,4,8,0,2,8,7,6,2,8,3,1,4,0,2,3,0,3
x1564,"3,376","6,805","4,491","6,607","3,747","4,004","3,974","23,6","5,638",122,"8,312","1,122","93,7","8,111","3,8","1,854","2,628","9,206","3,932","3,152","5,734",343,"8,318","2,706",836,8,2,0,4,4,0,8,1,2,0,7,8,2,3,8,3,7,7,4,7,5,4,6,7,8
x1565,"9,333","7,872","13,6","4,723","77,6","4,602","6,586","7,292","1,713","9,512","5,248","8,279","2,614","1,021","9,165","6,915","1,162","2,607","4,729","5,749","3,647","8,199",102,688,"4,307",5,4,2,2,4,2,2,7,0,2,8,4,7,5,2,7,5,6,7,6,8,4,0,0,1
x1566,"9,277","5,324","8,698","3,874","77,6","6,4","33,1","4,632","5,323",545,"3,483",921,"8,831","8,904","4,884","9,289","9,855","2,909","2,108","9,352","3,188","1,474","8,479","2,907","22,8",1,8,1,7,4,1,3,4,1,8,7,6,0,3,4,7,1,2,5,6,4,1,4,5,0
x1567,"7,063","5,261","6,729","9,599","8,995","6,578","8,914","8,411","7,514","5,6","1,067","3,311","6,731","1,852",145,421,"53,2","3,528","6,736","3,967","6,824","6,255","6,767","3,479","3,822",7,6,7,0,2,3,4,3,7,3,8,1,6,8,4,0,3,1,8,7,2,7,3,3,7
x1568,"4,023","1,252","1,987","9,577","7,083","6,764","9,153","8,201","1,359","9,441","2,555","5,132","4,852","3,058","6,367","9,082","9,686","3,004","6,733","1,964","9,479","7,831","8,756","6,805","58,6",0,4,4,5,8,0,7,1,4,1,5,0,8,5,7,6,1,3,3,6,2,1,6,7,1
x1569,"9,773","7,162","35,6","5,847","3,885","84,2","6,873","1,466","2,305","1,339","4,614","2,825","4,173",572,"6,089","5,5","3,965","1,822","4,915","3,744","8,151","5,086","9,253","8,218","2,279",1,7,7,2,8,3,6,0,2,7,0,4,3,1,0,5,1,0,4,7,6,1,2,4,6
x1570,"6,861","6,166","5,082","4,498",727,"7,843","1,347","4,286","5,504","94,6",16,"9,891","7,428","7,119","70,8","9,112","2,746","9,693","7,489","4,954","3,414","1,403",589,"9,301","1,763",1,0,8,3,4,8,6,7,1,3,6,1,7,7,2,0,0,0,3,5,4,8,2,4,7
x1571,"3,178","7,332","2,568",471,"1,045","8,485","4,691","8,864","7,963","8,017","4,481","5,117","7,554","6,667","91,8","1,122","0,54",928,"2,029","1,036","2,654","56,3","9,742","8,277","1,856",6,4,5,8,8,2,6,4,6,4,8,4,8,5,6,6,7,8,2,1,7,1,1,1,7
x1572,"15,5","8,654","8,638","4,469","9,668","7,885","5,926","6,956","8,134","5,318","7,354","6,021","1,454","3,927",392,"5,597","4,208","8,725","6,356","2,195","5,243","20,8","6,761","3,425","5,346",7,3,0,8,1,2,5,6,3,3,0,8,0,7,1,6,5,4,8,2,6,7,1,8,0
x1573,"1,442","1,518","3,271","3,838","3,195","8,328","8,846",476,"8,513","6,082","8,213","8,288","6,955","5,037","3,816",597,"1,767","8,478","8,654","9,093","5,743","90,3","4,488","6,555","5,925",3,3,2,6,6,1,7,2,2,2,3,2,5,4,6,3,3,5,6,0,1,8,5,6,7
x1574,"6,088",133,"4,764","8,895","5,629","3,135","2,609","1,456","5,535","6,294","5,194","8,288","6,485","5,866","3,934","6,408","1,724","9,231","2,489","3,382","3,502","8,197","2,091","4,469","1,284",5,8,5,0,4,5,5,4,5,3,2,8,0,4,1,4,2,1,1,3,2,4,1,1,4
x1575,"3,058","3,851","5,939","1,716","66,8","2,888","6,943","9,868","3,887","5,699","6,853","2,701","9,284","77,7","7,751","2,977","0,18","9,457","21,5","8,958","27,9","48,3","7,298","6,782","7,866",2,8,8,3,3,6,5,2,8,0,5,5,0,4,8,0,7,7,2,4,7,0,6,1,3
x1576,"2,922","9,224","4,918",272,821,"8,472","8,138","9,671","1,783",403,"8,278","4,702",954,"6,671","9,809","37,5","9,808","5,653","3,639",545,102,"3,383",362,"5,238","8,809",1,8,0,0,8,0,7,5,3,4,8,1,0,4,7,1,2,7,1,3,3,3,3,2,3
x1577,"9,834","5,198","1,905","4,818","4,524","5,582","2,596","6,465","5,366","9,905","2,073","82,6","3,444","5,452","7,562","4,623","6,324","2,645","7,449","2,818","1,517","6,226","1,215","7,121","3,245",1,1,3,7,3,5,7,5,0,1,0,2,3,7,7,5,4,8,7,7,6,8,1,7,0
x1578,"9,779",134,"2,808","7,312","59,8","2,449","9,709","4,542","9,218","7,755","6,722","77,9","4,294","94,1","9,422","4,954","3,487","3,592","1,778","5,633","8,908",811,"8,306","6,876","9,508",3,8,0,7,6,5,7,3,8,5,4,8,6,0,8,1,8,6,5,8,5,6,0,4,4
x1579,"5,623",73,"9,646",178,"9,152","9,719","25,5","3,744","9,757","7,433","2,828",155,"9,491","6,229","7,908","4,162","1,328",56,"2,546","8,829","2,902","53,3","3,234","2,425","2,628",1,3,5,7,6,7,3,6,3,3,3,5,1,5,3,2,0,1,6,5,3,2,3,7,2
x1580,"6,517","4,458","5,441","7,387",436,"5,045","2,557","8,277",369,"8,223","3,419","3,655","7,928","2,321","6,487","1,409","35,3","2,245","7,696","5,857","1,736","3,096",509,271,"3,3",0,2,4,6,2,5,7,4,8,0,0,3,4,8,6,7,1,6,8,0,0,4,7,7,8
x1581,"4,471","3,916","9,157",706,"8,272","6,531","9,278","80,8",573,"6,678",359,"3,293","3,795","2,634","8,585","6,374","1,391","9,247","6,625","9,244","6,721","8,001",551,"9,946","8,347",6,3,5,3,0,8,3,3,0,7,7,6,3,5,0,3,6,4,8,8,5,0,4,7,8
x1582,"2,461","4,402","2,453","1,676","5,824","1,149","3,787","2,467","3,242","5,404","8,806","4,974","3,133","5,238","1,099","3,223","7,557","30,1","5,603","7,125",674,"8,308","63,3","4,563","7,238",3,3,3,7,1,0,3,0,5,3,3,7,0,5,4,8,2,7,1,4,1,2,1,7,4
x1583,"5,011","9,028",429,474,"8,303","98,1","60,1","34,7","6,527","1,166","7,435","8,135",88,"2,183","7,911","5,759","2,572","15,6","9,863","9,067","9,777","3,787","7,498",859,323,0,2,2,8,2,7,1,3,3,1,7,6,1,3,8,5,8,5,5,7,5,0,1,8,8
x1584,"80,6","3,455",47,"8,793","8,284","5,328","4,613","6,705","9,354","6,245","3,449","11,8","1,393","1,089","5,123","72,2","9,988","9,608",543,"7,702","5,773","7,787","5,914","4,998","6,068",0,2,7,2,0,2,4,3,7,5,8,5,7,0,6,8,3,4,4,1,2,5,7,6,5
x1585,"8,836","5,292","7,868","3,865","4,461","6,212","5,477","8,614","3,985","9,108","6,375","9,391","7,418","8,019","50,6","8,811","7,184","7,316","2,265","6,889","5,426","5,947","9,204","4,984","2,748",3,0,5,1,4,5,8,1,2,0,8,8,8,7,2,5,8,3,3,5,8,1,4,4,7
x1586,"1,888","4,773","7,082","4,632","8,928","3,941","1,234","93,7","9,094","20,2","4,676","6,466","6,389",284,252,"9,352","27,3","2,743","5,468","7,538","5,732","6,394","4,265","8,847","0,35",7,5,3,2,4,7,5,7,7,7,2,7,8,8,5,8,2,5,5,0,8,1,7,4,4
x1587,"3,802","4,432","3,447","7,099","9,962","1,847","8,947","4,263","8,746","1,512","4,717","40,2","7,021","9,068","6,432","5,715","4,636","4,948","4,666","9,159","4,954","0,75","4,358","5,838","2,028",2,6,0,3,0,8,0,7,8,3,7,3,3,0,4,7,7,2,0,6,6,5,0,7,3
x1588,"38,8","7,881","5,395","3,601","8,617","5,577",137,"7,758","5,681","1,125","9,433","8,048",278,"8,587","85,4","8,907","43,6","2,458",332,378,"4,341","7,297","6,204","6,763","3,144",5,0,1,3,7,4,4,6,0,3,4,2,7,8,1,6,8,2,4,6,1,7,4,2,4
x1589,"2,783","6,446","7,958","3,759","9,984","3,278","7,821","1,153","3,806","3,286","5,331","1,618","5,345","1,499","1,073","4,078",673,122,"3,288","0,28","1,548","1,066","4,497",703,"8,327",7,4,2,0,0,0,2,5,6,0,2,2,8,2,1,3,2,0,3,3,3,5,2,8,6
x1590,"2,044","4,606","7,374","6,014",353,"8,676","7,375","1,499",363,"4,417","5,015","6,387","8,544","7,487","8,346","7,855","7,596","6,653","8,603","5,888","7,592","4,127","1,088","1,335","1,004",0,2,0,2,3,2,5,1,4,1,0,7,7,2,1,0,1,0,2,4,2,8,0,1,1
x1591,"3,681","9,499","9,949","5,5","1,562","6,428","4,983","2,263","1,836",916,"7,581","2,778","1,943","3,615","4,166","3,831","5,307",819,"4,814","4,068","8,555","62,6","3,476","8,658","9,522",1,0,1,7,4,6,7,8,1,1,8,6,5,1,6,1,8,7,3,3,2,2,3,0,1
x1592,"5,033","3,199","3,755","9,588","1,492",594,"6,458","1,524",743,"6,021","7,955","1,753","93,1","7,377","9,103","7,479",526,"5,473","8,952","6,713","7,261","5,003","3,992","8,306","1,778",3,4,2,4,2,2,3,8,3,2,5,7,7,6,3,8,2,3,7,7,0,4,6,7,8
x1593,"9,703","9,682","4,359","8,578","5,857",495,"6,554","2,342","99,5",281,"6,936",905,"5,247","5,694","1,225","6,777","5,292","5,561","7,883","8,927","7,606",56,"7,276","1,844",617,1,6,2,2,4,4,0,1,2,6,6,8,5,4,4,5,0,1,2,6,5,7,6,5,8
x1594,"1,204","7,585","7,562","4,557","8,497","2,697","1,917","2,865",664,"3,033","1,405","84,2","5,962","87,3","1,465","1,739","19,7",884,"9,942","7,699","7,365","7,914","5,197","98,1","6,607",4,6,2,2,7,3,7,2,8,8,0,3,3,7,4,7,8,8,1,6,7,5,5,1,7
x1595,"2,755","1,312","1,267","4,387","2,577","2,284",957,"15,2","4,556","6,813",848,"9,648","8,272","45,3","1,638","14,9","1,095","8,513","1,197","2,901","72,9","1,005","2,307","4,093","2,884",1,4,2,2,6,4,8,3,7,2,3,2,0,7,7,5,1,7,4,4,5,6,2,5,2
x1596,7,"8,675","64,4","1,389",224,876,"8,812","1,505","3,253","9,388","6,028","5,061","2,179","6,737","2,915","9,967","2,422","2,947","23,9","73,2","9,262","5,296",958,"9,527","9,669",3,7,7,4,7,8,3,8,4,4,6,7,3,2,4,5,4,7,6,2,1,8,8,4,1
x1597,"9,788","6,209","7,941","6,242","8,576","8,004","9,099","9,284","8,663","1,266","2,417","8,526","9,557","6,136",225,"3,926",727,"9,001","92,4","9,676","9,167","4,613","9,025",892,"7,599",6,1,5,7,1,8,5,1,4,0,0,3,3,5,0,2,8,2,1,4,7,4,4,6,3
x1598,"7,776","3,696","6,428","2,666","7,935","6,054","9,803","9,857","3,124","2,731","8,238","1,352","2,867","9,577","4,542","7,857","8,226","81,3","7,791","2,738","8,735","0,73","7,471","7,825","6,166",7,0,8,2,7,3,5,4,5,6,1,3,0,2,6,1,5,1,4,4,4,7,6,1,3
x1599,"1,233","7,708","1,279","4,527","2,249","8,864",303,"1,104",706,"6,555","9,683","4,321","9,661","1,062","4,972","9,186","7,211","4,847","2,965","7,228","2,431","3,144","7,756","4,036",968,8,4,4,5,8,1,7,2,3,8,8,1,0,3,3,2,5,1,1,0,6,4,6,3,5
x1600,"1,236","68,4","4,406","2,919",294,"6,837","1,377","89,8","1,569","3,402","7,674","4,897","83,7","1,654","6,698","3,422","8,512","2,477","8,353","5,816","71,4","1,469",39,"0,43","9,282",8,5,3,3,0,3,0,0,2,1,4,6,5,1,3,1,2,8,6,1,6,0,6,7,3
x1601,"66,1","9,777","2,159",126,"8,474",317,"6,956","6,906","7,785",282,646,"1,521","4,855","9,663","5,294","5,705","6,016","6,234","4,749","9,346","3,385","9,956","6,511","9,195","9,558",3,4,7,3,0,4,0,5,5,4,1,6,0,8,8,3,3,7,1,7,5,2,5,5,2
x1602,"8,692",40,725,"59,3","8,836","9,294","4,086",796,"2,864","6,104","1,394","6,844","7,464","7,707","1,463","2,634","8,879","37,5","0,81","6,834","3,841","3,586","5,561","94,7","19,6",3,5,3,0,6,0,1,6,1,3,3,6,6,2,6,2,6,7,2,0,0,6,3,2,2
x1603,"6,829","6,667","4,644",56,"4,311","60,1","1,589","9,992","7,841","1,436","7,136","4,692","5,298","8,312","16,6","5,058","4,729","7,691","4,807","6,682","3,765","89,5","7,293","9,092","2,228",6,8,8,8,1,5,3,4,0,6,1,8,8,8,4,8,2,7,7,0,8,1,0,1,1
x1604,"91,4",168,"6,483","9,331","3,446","1,182","1,069","7,765","43,4","7,317",839,"1,411","28,2","3,983","9,565","3,055","8,762","9,837","51,4","66,2","5,278","9,905",313,"2,735","3,277",6,4,1,4,0,0,4,6,3,4,8,2,2,3,0,4,2,1,3,0,8,4,1,7,3
x1605,"5,191","77,4","6,351",279,"7,849","9,105","2,095","9,549","8,637","2,896","6,359","8,375","6,519","8,207","7,593","9,046","9,367","6,206","27,5","8,604","7,169","1,937",563,"9,031","9,472",1,7,1,2,5,8,2,2,1,2,2,5,0,4,3,1,0,3,2,4,7,7,0,2,5
x1606,"2,569","8,554","6,615","9,662","7,192","6,836","7,088","3,216","2,715","5,056",474,"2,075","3,666","9,859","8,876","40,1","2,929","3,269","6,629","8,182","6,739","1,606",791,"7,769","1,544",8,4,8,8,4,5,7,1,7,7,3,0,3,6,8,8,2,0,4,6,1,5,0,7,7
x1607,"2,764","2,413","5,574","2,865","3,422","5,255","4,369","2,652","1,788",674,"7,363","4,769","83,2",659,"7,902","2,283","4,829","5,126",824,"4,177","4,555","7,106","1,221","9,497","4,131",5,6,7,8,6,4,8,0,2,7,8,1,2,7,5,0,3,8,5,7,7,8,7,4,7
x1608,"9,751","5,898","3,545","45,3","3,593",488,"5,469","7,295","9,201","4,634",231,"2,591","1,851","4,899",794,"5,344",731,"27,3","2,245","2,303","1,156","9,557","2,747","5,902","7,817",7,3,5,5,6,2,4,7,8,4,1,7,6,0,2,4,2,3,2,3,3,0,0,4,6
x1609,"5,849","9,056","4,823","7,039","1,592","6,491","6,891","8,812","2,828","81,6","2,588","40,8","2,791","1,772","86,5","2,929","9,349","1,071","1,378",162,"6,655","4,216",524,331,614,3,3,8,5,7,4,7,4,0,0,3,8,5,1,5,0,5,6,5,0,3,5,1,2,8
x1610,852,"3,7","73,6","51,9","89,8","6,164","7,723","2,196",333,"1,763","6,169","2,542","3,994","5,833","6,651","7,591","51,4","5,991",803,"5,241","8,951","5,186","1,192","38,3","8,796",0,3,4,4,2,8,4,3,2,8,1,8,0,1,0,7,2,3,5,0,2,4,6,4,1
x1611,"6,405","3,721","8,046","7,435","2,072","59,5","3,555","1,241","4,922",722,"6,701","1,447","2,493","3,675","9,462","3,437",884,"8,243","6,991",762,"1,691","1,103","7,106","8,304","2,622",2,6,0,8,1,8,7,7,8,0,1,7,1,6,3,8,1,4,7,8,1,7,2,0,3
x1612,"8,391","4,643","4,259","3,412","2,856","4,033","8,896","7,099","2,637","2,913","5,639","4,208","92,3","3,925","4,722","6,206","2,861",421,83,"6,498","8,996","4,3","8,248","2,1","1,091",5,1,5,5,5,1,5,5,2,6,4,6,0,0,8,6,3,7,3,8,0,2,3,6,4
x1613,"8,304","0,5","5,346","4,447","4,888","8,312","5,876",945,663,"4,986","6,532","5,677","8,704","4,377","4,274","3,757","4,768","1,638","8,398","6,928","1,289","7,864","2,419","18,3","7,084",7,7,8,5,6,7,4,0,2,5,8,8,0,7,4,1,2,6,5,4,4,1,8,5,5
x1614,832,"7,511","4,306","4,4","3,796","9,214","8,051","3,623","7,302","3,345",15,"9,693","5,274","1,464","1,544","7,695","7,063",282,"9,985","1,917","3,629",231,"94,5","5,064","1,704",0,3,6,5,1,2,8,8,6,3,4,2,8,3,1,0,1,0,8,3,1,1,6,5,7
x1615,"3,728","5,269","6,433","2,188","6,597","1,587","3,882","21,5","1,683","3,431","7,106","7,255","2,507","7,862","4,689","3,729",425,599,"2,091","2,906","24,5","7,458","2,229","4,948","1,145",2,1,3,3,7,3,3,7,3,3,2,0,6,6,6,7,8,0,8,4,3,7,4,2,3
x1616,"6,128","15,9",729,"1,839","1,613","9,551","3,896","9,708","6,526","9,176","4,553","1,645","2,716",822,"4,764","1,064","2,145","4,671","7,112","1,912","4,644","2,542",229,"5,817","3,675",3,7,1,4,1,1,1,4,0,7,2,3,5,5,3,2,0,1,7,7,1,1,1,2,4
x1617,"34,5","7,652","8,541","9,164","7,788","93,1","5,441",421,"4,557",969,"4,109","4,589",672,"3,704","6,694",821,"9,799",919,"6,098","4,034","1,388","6,851","4,116",851,"2,207",2,3,2,3,4,8,3,2,5,8,0,7,2,3,6,6,2,1,1,4,7,5,6,8,6
x1618,"6,267","6,701","8,605","1,574","2,329","1,212","4,627","3,859","5,356","83,1","3,843","0,89","54,4","10,6","6,335","4,749","58,2","9,426","9,381","19,8","6,538","3,333",422,452,"3,576",5,4,6,0,4,4,5,3,7,7,6,8,6,6,5,0,3,4,8,4,1,0,0,2,3
x1619,"6,026","7,058","1,109","9,708",2,"7,973","2,004","8,491","8,405","6,119","8,944","2,379","2,511","9,391","4,295","1,915","4,209","8,064",93,"6,835","7,701","7,713","5,233","9,316","8,717",5,8,1,3,3,4,6,6,2,5,4,4,8,8,2,7,2,1,4,0,8,1,3,2,2
x1620,"9,052","3,478","9,567","4,998","2,869","4,617","2,388","9,092","34,5","5,271","13,1","7,998","8,555","3,448","9,815","7,344",608,"1,138","1,426","1,845","5,792","78,4","72,6","68,8","9,702",3,3,3,1,8,1,7,3,6,3,3,2,8,1,1,7,1,0,0,5,5,5,6,7,4
x1621,"1,953","8,923","4,269","91,8","8,213","9,964","61,5","4,152","7,762","2,813","3,281","6,902","82,9","1,557","6,192",391,"9,852","4,926","2,565","8,451","6,218",573,"4,369","9,243","3,655",3,6,2,4,8,4,0,2,5,3,4,0,6,2,8,3,1,4,3,4,8,8,7,5,6
x1622,"7,617","25,6","7,537","11,5","1,005","3,791",865,"1,088",286,"68,7","5,439","6,003","9,508","6,099","5,657","2,501","1,999","1,432","3,099","7,627","6,631","2,916","7,572","58,7","6,443",3,6,0,6,1,1,4,1,1,6,7,0,1,0,4,7,7,2,8,7,2,5,6,0,0
x1623,"2,895","0,33","8,604","4,375","6,909","4,229","7,908","6,433","5,694","8,079","9,167","3,064","3,972","8,136","1,543","5,851","4,789",687,"2,457","31,4","1,726","9,092","3,883","4,784","2,318",7,3,2,3,4,8,5,1,2,6,3,7,7,5,7,5,5,5,5,7,1,3,2,1,0
x1624,"22,5","3,576","5,267","4,804","5,849","2,451","8,151",712,"5,232","3,789","0,55","2,823",785,"6,021","2,005","6,333","7,177","3,427","8,045","9,731","6,789","7,529","3,884","4,997","3,464",8,6,1,3,4,7,2,4,7,5,1,4,5,1,7,4,8,7,2,2,2,3,2,0,0
x1625,"2,749","6,223","8,113","6,662","4,789","4,063","3,172","7,191","9,106","6,525","5,524","78,6","2,699","3,113","9,873","5,224","5,953","2,593","6,416","4,396","49,1","8,619","37,6","8,119","7,907",4,8,2,3,5,5,6,6,0,1,8,7,6,6,5,1,4,3,5,3,8,3,1,0,1
x1626,"5,776","5,339","87,1","1,576",358,"7,607","7,159","6,355",148,"14,6","8,741","8,026","5,546","9,925","6,074","3,944",211,"9,506","5,946","5,124","27,5","1,595","2,909","9,519","5,738",5,2,5,6,5,0,3,2,0,4,0,5,2,5,0,7,3,0,8,2,2,7,8,3,5
x1627,"3,816","6,203","1,929","3,019","8,573","7,197","1,351","8,694",688,"8,076","6,616","5,478","85,5","5,286","7,992","1,3","7,159","0,19","1,903","3,567","9,256","89,5","6,413","3,436","3,582",4,4,5,6,1,4,7,1,4,5,5,1,3,5,7,2,8,6,1,2,2,2,8,4,7
x1628,327,"7,627","7,831","2,395",511,"7,801","5,464","4,464",684,"1,826",151,"2,007","7,488","51,1","5,376","61,2","9,975","2,227","5,623","7,254","5,234","1,802","8,478","1,579","9,846",5,8,1,8,7,4,6,3,5,0,4,2,0,1,3,2,7,8,1,4,3,4,6,6,3
x1629,"9,028","3,666","1,776","7,843","5,013","6,221","1,181","6,138","6,921","4,976","8,591","6,676","2,996","6,129","63,9","6,023","6,426","2,457",469,"3,618","1,123","9,982",237,"4,059","5,335",3,4,6,8,4,0,7,6,3,6,4,8,3,6,4,5,5,7,6,8,0,5,2,5,0
x1630,"5,056","57,6","7,057","3,945",971,"3,773","5,042","8,261","6,029","5,371","23,4","8,257","2,697","2,875","5,602","8,541","8,053","9,403","98,6","9,659","3,863","7,948","9,101","8,407","8,849",6,7,7,7,2,5,4,4,3,2,0,8,3,2,0,3,8,1,8,8,0,0,1,6,2
x1631,"9,957","4,906",337,"1,716","8,006","8,907","7,005","2,071","9,649","9,112","4,375","5,503","8,594","5,437","5,549","1,368","74,3","8,221","6,304","6,643","4,308","1,925","1,113","9,426","9,782",5,3,0,8,4,6,0,0,3,1,6,2,0,3,1,0,8,4,7,1,3,6,7,0,4
